id,canonical_slug,hugging_face_id,name,created,description,context_length,architecture,per_request_limits,supported_parameters,default_parameters,knowledge_cutoff,expiration_date,prompt_pricing,completion_pricing,max_completion_tokens,is_moderated
qwen/qwen3-coder:free,qwen/qwen3-coder-480b-a35b-07-25,Qwen/Qwen3-Coder-480B-A35B-Instruct,Qwen: Qwen3 Coder 480B A35B (free),1753230546,"Qwen3-Coder-480B-A35B-Instruct is a Mixture-of-Experts (MoE) code generation model developed by the Qwen team. It is optimized for agentic coding tasks such as function calling, tool use, and long-context reasoning over repositories. The model features 480 billion total parameters, with 35 billion active per forward pass (8 out of 160 experts).

Pricing for the Alibaba endpoints varies by context length. Once a request is greater than 128k input tokens, the higher pricing is used.",262000.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'stop', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']",{},2025-06-30,,0,0,262000.0,False
qwen/qwen3-coder,qwen/qwen3-coder-480b-a35b-07-25,Qwen/Qwen3-Coder-480B-A35B-Instruct,Qwen: Qwen3 Coder 480B A35B,1753230546,"Qwen3-Coder-480B-A35B-Instruct is a Mixture-of-Experts (MoE) code generation model developed by the Qwen team. It is optimized for agentic coding tasks such as function calling, tool use, and long-context reasoning over repositories. The model features 480 billion total parameters, with 35 billion active per forward pass (8 out of 160 experts).

Pricing for the Alibaba endpoints varies by context length. Once a request is greater than 128k input tokens, the higher pricing is used.",262144.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'logit_bias', 'max_tokens', 'min_p', 'presence_penalty', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']",{},2025-06-30,,0.00000022,0.000001,,False
bytedance/ui-tars-1.5-7b,bytedance/ui-tars-1.5-7b,ByteDance-Seed/UI-TARS-1.5-7B,ByteDance: UI-TARS 7B ,1753205056,"UI-TARS-1.5 is a multimodal vision-language agent optimized for GUI-based environments, including desktop interfaces, web browsers, mobile systems, and games. Built by ByteDance, it builds upon the UI-TARS framework with reinforcement learning-based reasoning, enabling robust action planning and execution across virtual interfaces.

This model achieves state-of-the-art results on a range of interactive and grounding benchmarks, including OSworld, WebVoyager, AndroidWorld, and ScreenSpot. It also demonstrates perfect task completion across diverse Poki games and outperforms prior models in Minecraft agent tasks. UI-TARS-1.5 supports thought decomposition during inference and shows strong scaling across variants, with the 1.5 version notably exceeding the performance of earlier 72B and 7B checkpoints.",128000.0,"{'modality': 'text+image->text', 'input_modalities': ['image', 'text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['frequency_penalty', 'logit_bias', 'max_tokens', 'presence_penalty', 'repetition_penalty', 'seed', 'stop', 'temperature', 'top_k', 'top_p']",{},2025-01-31,,0.0000001,0.0000002,2048.0,False
google/gemini-2.5-flash-lite,google/gemini-2.5-flash-lite,,Google: Gemini 2.5 Flash Lite,1753200276,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better performance across common benchmarks compared to earlier Flash models. By default, ""thinking"" (i.e. multi-pass reasoning) is disabled to prioritize speed, but developers can enable it via the [Reasoning API parameter](https://openrouter.ai/docs/use-cases/reasoning-tokens) to selectively trade off cost for intelligence. ",1048576.0,"{'modality': 'text+image+file+audio+video->text', 'input_modalities': ['text', 'image', 'file', 'audio', 'video'], 'output_modalities': ['text'], 'tokenizer': 'Gemini', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']","{'temperature': None, 'top_p': None, 'frequency_penalty': None}",2025-01-31,,0.0000001,0.0000004,65535.0,False
qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,Qwen/Qwen3-235B-A22B-Instruct-2507,Qwen: Qwen3 235B A22B Instruct 2507,1753119555,"Qwen3-235B-A22B-Instruct-2507 is a multilingual, instruction-tuned mixture-of-experts language model based on the Qwen3-235B architecture, with 22B active parameters per forward pass. It is optimized for general-purpose text generation, including instruction following, logical reasoning, math, code, and tool usage. The model supports a native 262K context length and does not implement ""thinking mode"" (<think> blocks).

Compared to its base variant, this version delivers significant gains in knowledge coverage, long-context reasoning, coding benchmarks, and alignment with open-ended tasks. It is particularly strong on multilingual understanding, math reasoning (e.g., AIME, HMMT), and alignment evaluations like Arena-Hard and WritingBench.",262144.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Qwen3', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'logit_bias', 'logprobs', 'max_tokens', 'min_p', 'presence_penalty', 'reasoning', 'reasoning_effort', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_logprobs', 'top_p']",{},2025-06-30,,0.000000071,0.0000001,,False
switchpoint/router,switchpoint/router,,Switchpoint Router,1752272899,"Switchpoint AI's router instantly analyzes your request and directs it to the optimal AI from an ever-evolving library. 

As the world of LLMs advances, our router gets smarter, ensuring you always benefit from the industry's newest models without changing your workflow.

This model is configured for a simple, flat rate per response here on OpenRouter. It's powered by the full routing engine from [Switchpoint AI](https://www.switchpoint.dev).",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['include_reasoning', 'max_tokens', 'reasoning', 'seed', 'stop', 'temperature', 'top_k', 'top_p']",{},,,0.00000085,0.0000034,,False
moonshotai/kimi-k2,moonshotai/kimi-k2,moonshotai/Kimi-K2-Instruct,MoonshotAI: Kimi K2 0711,1752263252,"Kimi K2 Instruct is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32 billion active per forward pass. It is optimized for agentic capabilities, including advanced tool use, reasoning, and code synthesis. Kimi K2 excels across a broad range of benchmarks, particularly in coding (LiveCodeBench, SWE-bench), reasoning (ZebraLogic, GPQA), and tool-use (Tau2, AceBench) tasks. It supports long-context inference up to 128K tokens and is designed with a novel training stack that includes the MuonClip optimizer for stable large-scale MoE training.",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'repetition_penalty', 'seed', 'stop', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']",{},2024-12-31,,0.00000057,0.0000023,131072.0,False
mistralai/devstral-medium,mistralai/devstral-medium-2507,,Mistral: Devstral Medium,1752161321,"Devstral Medium is a high-performance code generation and agentic reasoning model developed jointly by Mistral AI and All Hands AI. Positioned as a step up from Devstral Small, it achieves 61.6% on SWE-Bench Verified, placing it ahead of Gemini 2.5 Pro and GPT-4.1 in code-related tasks, at a fraction of the cost. It is designed for generalization across prompt styles and tool use in code agents and frameworks.

Devstral Medium is available via API only (not open-weight), and supports enterprise deployment on private infrastructure, with optional fine-tuning capabilities.",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Mistral', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']",{'temperature': 0.3},2025-06-30,,0.0000004,0.000002,,False
mistralai/devstral-small,mistralai/devstral-small-2507,mistralai/Devstral-Small-2507,Mistral: Devstral Small 1.1,1752160751,"Devstral Small 1.1 is a 24B parameter open-weight language model for software engineering agents, developed by Mistral AI in collaboration with All Hands AI. Finetuned from Mistral Small 3.1 and released under the Apache 2.0 license, it features a 128k token context window and supports both Mistral-style function calling and XML output formats.

Designed for agentic coding workflows, Devstral Small 1.1 is optimized for tasks such as codebase exploration, multi-file edits, and integration into autonomous development agents like OpenHands and Cline. It achieves 53.6% on SWE-Bench Verified, surpassing all other open models on this benchmark, while remaining lightweight enough to run on a single 4090 GPU or Apple silicon machine. The model uses a Tekken tokenizer with a 131k vocabulary and is deployable via vLLM, Transformers, Ollama, LM Studio, and other OpenAI-compatible runtimes.
",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Mistral', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_p']",{'temperature': 0.3},2025-03-31,,0.0000001,0.0000003,,False
cognitivecomputations/dolphin-mistral-24b-venice-edition:free,venice/uncensored,cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition,Venice: Uncensored (free),1752094966,"Venice Uncensored Dolphin Mistral 24B Venice Edition is a fine-tuned variant of Mistral-Small-24B-Instruct-2501, developed by dphn.ai in collaboration with Venice.ai. This model is designed as an “uncensored” instruct-tuned LLM, preserving user control over alignment, system prompts, and behavior. Intended for advanced and unrestricted use cases, Venice Uncensored emphasizes steerability and transparent behavior, removing default safety and alignment layers typically found in mainstream assistant models.",32768.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['frequency_penalty', 'max_tokens', 'presence_penalty', 'response_format', 'stop', 'structured_outputs', 'temperature', 'top_k', 'top_p']",{},2024-04-30,,0,0,,False
x-ai/grok-4,x-ai/grok-4-07-09,,xAI: Grok 4,1752087689,"Grok 4 is xAI's latest reasoning model with a 256k context window. It supports parallel tool calling, structured outputs, and both image and text inputs. Note that reasoning is not exposed, reasoning cannot be disabled, and the reasoning effort cannot be specified. Pricing increases once the total tokens in a given request is greater than 128k tokens. See more details on the [xAI docs](https://docs.x.ai/docs/models/grok-4-0709)",256000.0,"{'modality': 'text+image+file->text', 'input_modalities': ['image', 'text', 'file'], 'output_modalities': ['text'], 'tokenizer': 'Grok', 'instruct_type': None}",,"['include_reasoning', 'logprobs', 'max_tokens', 'reasoning', 'response_format', 'seed', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_logprobs', 'top_p']","{'temperature': None, 'top_p': None, 'top_k': None, 'frequency_penalty': None, 'presence_penalty': None, 'repetition_penalty': None}",2025-07-31,,0.000003,0.000015,,False
google/gemma-3n-e2b-it:free,google/gemma-3n-e2b-it,google/gemma-3n-E2B-it,Google: Gemma 3n 2B (free),1752074904,"Gemma 3n E2B IT is a multimodal, instruction-tuned model developed by Google DeepMind, designed to operate efficiently at an effective parameter size of 2B while leveraging a 6B architecture. Based on the MatFormer architecture, it supports nested submodels and modular composition via the Mix-and-Match framework. Gemma 3n models are optimized for low-resource deployment, offering 32K context length and strong multilingual and reasoning performance across common benchmarks. This variant is trained on a diverse corpus including code, math, web, and multimodal data.",8192.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['max_tokens', 'response_format', 'seed', 'temperature', 'top_p']",{},2024-08-31,,0,0,2048.0,False
tencent/hunyuan-a13b-instruct,tencent/hunyuan-a13b-instruct,tencent/Hunyuan-A13B-Instruct,Tencent: Hunyuan A13B Instruct,1751987664,"Hunyuan-A13B is a 13B active parameter Mixture-of-Experts (MoE) language model developed by Tencent, with a total parameter count of 80B and support for reasoning via Chain-of-Thought. It offers competitive benchmark performance across mathematics, science, coding, and multi-turn reasoning tasks, while maintaining high inference efficiency via Grouped Query Attention (GQA) and quantization support (FP8, GPTQ, etc.).",131072.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'Other', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'reasoning', 'response_format', 'structured_outputs', 'temperature', 'top_k', 'top_p']",{},2025-03-31,,0.00000014,0.00000057,131072.0,False
tngtech/deepseek-r1t2-chimera,tngtech/deepseek-r1t2-chimera,tngtech/DeepSeek-TNG-R1T2-Chimera,TNG: DeepSeek R1T2 Chimera,1751986985,"DeepSeek-TNG-R1T2-Chimera is the second-generation Chimera model from TNG Tech. It is a 671 B-parameter mixture-of-experts text-generation model assembled from DeepSeek-AI’s R1-0528, R1, and V3-0324 checkpoints with an Assembly-of-Experts merge. The tri-parent design yields strong reasoning performance while running roughly 20 % faster than the original R1 and more than 2× faster than R1-0528 under vLLM, giving a favorable cost-to-intelligence trade-off. The checkpoint supports contexts up to 60 k tokens in standard use (tested to ~130 k) and maintains consistent <think> token behaviour, making it suitable for long-context analysis, dialogue and other open-ended generation tasks.",163840.0,"{'modality': 'text->text', 'input_modalities': ['text'], 'output_modalities': ['text'], 'tokenizer': 'DeepSeek', 'instruct_type': None}",,"['frequency_penalty', 'include_reasoning', 'max_tokens', 'presence_penalty', 'reasoning', 'repetition_penalty', 'response_format', 'seed', 'stop', 'structured_outputs', 'temperature', 'tool_choice', 'tools', 'top_k', 'top_p']",{},2024-07-31,,0.0000003,0.0000011,163840.0,False
